document,stars
"Our last few visits have left something to desire, One of the things I always notice is the demeanor of an establishments employees. These people look miserable, no one smiles or greets you appropriately, it's more like get in, get out, turn the tables,\n\nThe food has remained consistently good... when we can order it. the last time JB and I came for a quick dinner, the place was not busy yet we were passed by 6 frowning waitstaff without getting drinks... for 15 minutes we were left suiting at our table with our menus closed and sitting on the edge of the table (HINT, HINT) so we left and most likely will not be returning.",2
"If you look at other reviews you will see that I am a very positive person, but tonight was an utter disaster!!  We sat at the bar and the female bartender  was miserable. We ordered drinks and she was unhappy that we did.  She spent 20 minutes sending text messages and took 3 smoke brakes in one hour while our drinks were empty. We ordered appetizers and they never came out.  She actually brought us our check and we never got our food. By the way we were the only people at the bar.  Finally a bus boy brought us our food after we payed. We payed before our food came because we thought our table was ready. We finally got seated by the windows. Do not sit by the windows because it was very cold. We ordered our dinner and drinks and guess what no drinks. After our food came we asked about our drinks and the waiter said he forgot. Nothing was comped and no manager was available. This PF Changs needs new management!! We will never return. I will give it 2 stars because the food was great, but the employees are absolutely miserably from hostess to waiters to bartenders. Steer clear until changes are made. It's not worth the headache.",2
"Walked in tonight, Wednesday, at 9:50, the place was empty. Asked for a table, the hostess told us one moment when she finds one for us, then proceeded to walk to a dirty table and clean it!  The phone rang and she answered it as we stood at the door. When she hung up the phone she walked back to the table and proceeded to clean it again!!  Didn't say a word to us. Unbelievable!  Will not be back there-- rude hostess!",1
"I seriously don't know why people love this place so much, the food here is horrible. The rice is never cooked properly.. And it's not even Asian food. It's fake asian food. I never come here anymore.",2
"We went last night Saturday night to P.F.Chang located at the Kierlands in Scottsdale. Terrible Experience!!! after waiting over one hour to be seated, we ordered calamari for appetizer which came with a horrible strange salty sauce and salt and pepper mix on the side. then I ordered beef and broccoli and my husband ordered a vegetarian dish with peanut sauce . After a long wait my food came so salty that I could not even eat and as much as I hate to complain but I had to let the waiter know, so he went to get me one with less salt. My husband's dish was OK. then the second one was a bit less salty but the meat had a terrible liver kind of taste which totally turned my stomach. I feel the reason they added so much salt was to hide the bad tasting rotted meat. Very bad experience. Our waiter was kind and sympathetic. ruined my evening out :(",1
"Let me start off by saying I have mostly simple tastes, and my favorite lunch spot for Chinese has been the New Dumpling House in Squirrel Hill. But since that restaurant is undergoing renovations, I was forced to try something new.\n\nSo... I thought I'd try the chain PF Chang's Chinese Restaurant at the Waterfront. Wow, what an unsatisfying mistake that turned out to be.\n\nI started with a cup of their Wonton soup. At $2.95 it wasn't too outrageous of a price, the broth had some flavor and there was much more in it than I was used to, including three giant basil (I think?) leafs that covered everything beneath. In the broth were chunks of chicken, two shrimp, some sliced water chestnuts and two \""pork\""-filled wontons. As I said, the broth had decent flavor, but the wontons were thick, doughy and under-cooked, and the chicken chunks were dry, which is amazing since they were drowned in broth! On a scale of bad to good, it was kind of meh.\n\nNext came my \""lunch-portion\"" order of Chang's Kung Pao Chicken (the dinner portion is $5 more). \n\nAt the New Dumpling House, this dish is served with a delectable dark, rich, tangy sauce, which I was really hoping for... Not at PF Chang's. \n\nOn my plate I received about 8 quarter-size chunks of lightly breaded and browned chicken, 7 hot Chinese red chili peppers (mostly inedible unless they are diced into a sauce), a handful of blanched, unsalted peanuts, a few sliced scallions, and a bed of the most bland brown rice I have ever encountered. Uncle Ben would've been ashamed if that stuff came out of one of his boxes.\n\nGlaringly, there was NO SAUCE!. None at all.\n\nI've had Kung Pao Chicken in New York City, San Francisco, and even from a hole in the wall in Bethel Park, PA that was much, much better. Never have I had it served in such a bland, skimpy, and overpriced way! The \""lunch-portion\"" cost was $9.95.\n\nAt The New Dumpling House, I could have a delicious lunch, with soup, entree and complimentary hot tea, and I could leave satisfied with just $8 out-of-pocket -- and that includes the tip.\n\nThe service was decent. However, lesson learned. One and done. Never going back to PF Changs.",1
"I've had bad experiences here a few times now.  I wrote panera bread and haven't heard back.  Bad service all around!!!  Basically, we ordered our food, they ran out of what we wanted, so just decided to make us something else with out telling us.  When we got our food, we asked why they made us that instead of what we ordered---'oh it was the closest to what you wanted'.....hmmmm how about you tell us that before we pay, and how about you give us our money back.  Really, you don't get much for what you pay for at panera.  Its not very good at all.",2
Panera bread has to be the most inconsistent restaurant I have ever been to. I have posted two pictures of the strawberry poppyseed chicken salad. The first one looks delicious the second one looks like they could've used a smaller bowl. It did not even look appetizing.,2
"The food was fine. It's a chain. I'm not rating it. \n\nThe service was absolutely horrible. It started well enough when we ordered lunch, but ended horribly when my daughter said we should get a treat for my husband. \n\nBetween being ignored by the girl at the counter, her not listening to the order, then arguing with me when I told her I did not ask for what she brought me, I really can't decide which is worse. I rather spend my money somewhere local where they appreciate my business, rather than take attitude from Panera employees.",1
"The problem I have this experience compared to my last is that the examination lasted 3 minutes.  The vet checked the ears, teeth, and nails then called it a day.  \n\nI came home looked at his teeth and saw my pup had a \""slab fracture\""  which was still attached to the gum.  The vet didn't mentioned it during the \""exam\"" other than telling me to buy a finger brush to brush his teeth.\n\nI was primarily there for a vaccination shot but if they're going to charge me for a examination, they should do a proper examination.  I just felt I was rushed out of there. \n\nI took my dog to another vet where they told me about the slab fracture, gave me info on how it usually happens, potential problems that it can cause, and recommendations on ways to fix the problem.",2
"Watch out when it looks like something is on sale.  They mark a rack or table with a big buy one get one or 50% off sign, then only some of the stuff on the rack is on sale.",2
"Let's start this review by saying that when we are at that point, my girlfriend and I will be going to Jos. A. Bank for mine and my groomsman's suits.  Allow me to give you a numbered breakdown of the issues we encountered when renting from Men's Wearhouse to be the groomsmen in our friends wedding.\n\n1- They never contacted us after the fitting after saying there would be a followup call.  The other groomsmen and I had to follow up repeatedly to get an answer as to when our tuxedos would arrive and the staff were very short with our honest questions over the phone.\n2- They sent two of our tuxedos to Homestead when we asked for them to be sent to Ross Park Mall during the fitting.\n3- When one of us called two days prior to the wedding to ask if our tux's had arrived the guy answering the phone said \""Oh... I don't know\"" (insert an awkward, pregnant pause here while waiting for him to say \""Let me check that for you\"") he instead said \""Well, I'm going to hang up now.\""  And he made good on that promise, and hung up.\n4- Despite saying we'd get a call a few weeks ahead of the wedding to be resized in case one of us gained a few lbs over the winter, this call never came so we basically had to hope that everything fit as it needed to.\n5- We were at one point informed that MW had our emails on file and that when our tuxes arrived at the store we would receive an email letting us know.  Not a single groomsman received any such email to that effect.\n6- One of the groomsmen randomly received a black tie while everybody else had white.  Another received no studs.  We discovered this approximately two hours to show-time while relatively far from civilization.\n7- On picking up my tux I informed the associate \""I'll be unable to get to a Men's Wearhouse for a few days after the wedding, is this alright?\"" to which she responded \""Yeah that should be fine\"" so when my girlfriend graciously dropped off my tux for me a few days later and learned of the $100 late fee, I was totally caught off guard.\n8- My girlfriend was also caught totally off guard by the associate at Ross Park Mall who was incredibly rude to her when  he informed her of said late fee.\n9- As the Best Man I was given a coupon card for $50 off my next rental at Men's Wearhouse.  Since I am in another wedding next month with rentals from MW I figured this would be an opportune time to use it.  Imagine my shock while paying for the next weddings rental, when I presented the coupon and was told \""Oh, that isn't for this.  That is intended for YOUR wedding.  Oh and it expires on December 31st of this year.\"" \n10- The groom himself decided to use a coupon to purchase a suit for the wedding and to own, rather than rent a tux for the occasion.  He was ensured by the Homestead staff that the coupon would be fine for this purpose and got fitted for it.  When he went to pick up his suit and pay with the aid of said approved coupon he was instead forced into an argument with an associate who insisted he could not use the coupon towards the suit that an associate a few weeks earlier had insisted he could use.  Granted, now I am speaking for another person so take that with as much salt as you may, but he reiterated this fact to me several times prior to his wedding last week.\n\nOver my friends wedding weekend, any time anything even went slightly wrong at and around his wedding, the joke between the Groom and his Groomsmen was \""Effing Men's Wearhouse.\""  For example, at a restaurant, \""Wait I asked for no onions on this sandwich. - Effing Men's Wearhouse!\""  \""Noise complaint at the hotel room? Men's Wearhouse.\""\n\nAnother groomsman looked at me when we discovered the wrong color tie one of us received and said to me \""I hope you're taking notes for your own impending wedding\"" to which I replied \""Perhaps I could find better service from GoodWill of Western PA\""\n\nCongrats Men's Wearhouse.  You became the butt of every joke for every mishap for an entire weekend around a wedding to which you provided the suits.\n\nTL;DR - 10 mistakes, several rude associates and 1 future groom going to Jos. A. Bank.",1
It's not that delish.,2
"This store has such bad service. The service staff are rude rude rude.  Save your money, shop elsewhere.",1
"Much like every other Eat 'n Park (3 or 4 stars worth of chain-diner food), except the last five times I've been here, the service has been damn, damn, daaaaaaaamn slow.  It's always fun to see the staff smoking out back while I've waited an hour for some scrambled eggs.",2
"The food is usually pretty good, however the service is almost ALWAYS very VERY slow. Most of the staff are pretty friendly and sweet but there are a few sour ones in the bunch that make the experience not as nice as it could be. Although they still technically do their job, you can FEEL very negative vibes from them and see how inefficient they are with the way they do things. It's a hit and miss. Unless you know one of the servers and their schedules. The low rating is mainly for the slow service and the handful of staff members who aren't very pleasant.",2
"Eat n Park is usually decent.  This location though has HORRIBLY SLOW service.  Seriously, we never wait less than 10 minutes for a server to acknowledge us, and we live near the Waterfront, so we've given this location the benefit of the doubt numerous times.  Each time hoping that the last was just a fluke, new staff, or something.  It's not.  Doesn't matter what time we go.  It seems we are not acknowledged for several minutes, and then the service is mediocre at best.  Occasionally, we've had a stellar service, but it's few and far between.  Today, after waiting 15 minutes, then getting up to find a server in another section, we were informed that we were sitting in a \""closed\"" section.  That server offered to serve us, but honestly, we left.  I told the hostess who seated us about the mixup, and got a blank stare.  I've never had this issue at any other EnP.  We left, drove to the Squirrel Hill location, and our orders were taken in the amount of time we wasted at the Waterfront.  Mgmt- you have a beautiful, prime location.  Get your hosts and servers on the same page!",2
"God i hate eat n park. Only reason i have gone is for the salad bar because u cant find a decent salad bar in this city. Just about every entree iv had here is nothing more than rubbish, except maybe the cheesteak. Only go if u have little kids",2
"Since both Marshalls and TJ Maxx are owned by the same company, I make sure to stop by both locations when shopping at the Waterfront. I generally find nothing or spend only $10 or so at Marshalls, while being enticed to spend at least $50-100 at TJ Maxx. The Waterfront TJ Maxx seems to have not only the same product as this Marshalls plus a whole lot more. All that to say, I consider shopping here a waste of time since I could just drive a block or so and be at a store owned by the same company that always has what I want and need. Sorry, Marshalls, but you're just OK to me.",2
"I am bummed about this- I had high hopes. Here's a rundown of the evening:\n\nPros:\n- super friendly waitress, Stephanie, who maintained her professionalism and friendliness throughout \n- yummy elderflower and pear beverage\n- lobster bisque was nice and lobster-y\n- hot delicious bread\n\nCons:\n- oysters were sketch. And I don't feel good about that. Stephanie brought us an order of East Coast oysters to replace the West Coast ones that we sent back.\n- fresh grated horseradish had NO flavor or heat- what's up with that?\n- scallops were meh- came with weird veggies, unevenly seared, and no real flavor. And at a whopping $25 a plate, I expect some nummers!\n\nI doubt we'll go back- for those prices, I would prefer McCormick's or Ruth's Chris.",2
Service an atmosphere was great. I had the shrimp boil and it was very under-seasoned. Much closer to bland than anything.,2
"I'm not a mean reviewer, if you look at the other places I've reviewed, but this was just so so so disappointing. The Shanghai style Merlin was very poorly done. The meat was extremely bland, with very little seasoning. I have a very low sodium tolerance and yet I still found this fish to be made too bland. The rice was entirely uncooked and it made crunching sounds as I took my first bite. I talked to the waitress and she offered to bring out another side. It wasn't the same. The whole dish was a fail and I don't think I am ever coming back again :(",1
"Will I come here again?  Yes absolutely for drinks, they knocked the Ketel One extra dirty blue cheese olive martini outta the park.  The ambiance is very nice.  Of the 4 types of reviews I give (awesome, OK, bad where they get slammed and bad where I hope they improve) here I am giving the heartfelt \""bad where I hope they improve.\""  Our waitress was very friendly and did a good job.  I mentioned the gritty redskins of the mashed potato.  We went with appetizers she recommended.  Not good.  \n\nSeared ahi tuna: horrible flavors mixed with the rub, the prep, the tuna wasn't cool inside, the chips were not good, there was no soy sauce but there was wasabi.  NOT good.  With heartfelt advice, compare this against Outback's ahi tuna appetizer and it's no contest.  The chef should do so.  (He's a nice guy like me I hope.)  \n\nBBQ shrimp: go try Redstone's (Philly) buffalo shrimp appetizer.  It is chilled, very delicious.  This appetizer was recommended and was garbage.  The barbecue sauce was horrible, overwhelmed and left an unsavory aftertaste in both my and my clients' palate.  Gordon Food Service or Sysco BBQ sauce.  A real \""must-miss\"".  \n\nCod entree was OK.  The skillet beans were too firm, too mature, they need petite green beans.  Potato skin had grit in the mashed.  Why 1 star?  The price was close to Capital Grille, but far from the cuisine.  I hope they spruce it up.  The place is nice.",1
"The service was mostly friendly but I was disappointed in my meal. My meal was way over cooked. The soda was flat and the carbonation needed changed and I felt like we inconvenienced our server by asking for new ones.  Overall, I thought it was mediocre and I was expecting more for the prices.",2
"Food was only ok. Had lobster bisque soup not to good. Had the shang Hai Seafood Sampler. The scallops were hard, over cooked. The samon was good. Shrimp had no flavor. I will say the service was the best. Our waiter was great!!",2
"Very bad purchase experience. I bought a shirt with a hole covered in the rolled up sleeves, but they denied my request to return it. I am so angery at this and will never shop their chothes anymore.",1
"After further consideration, this store does not deserve a 4 star review. The Old Navy product has been pretty weak recently, which isn't the store's fault, but the severe lack of customer service doesn't help the situation. \n\nWhile shopping here on Friday, I was one of maybe 3-5 people in the store. I would practically walk into a sales associate but not even receive a glance or smile. No one working here seems to give an iota whether or not product is being sold. To avoid inconveniencing the associates, I will be taking my Old Navy purchases online in the future.",2
I don't see to many options in Pittsburgh for sporting goods. Dick's seems to be the big chain for sporting paraphernalia in this neck of the woods. Their selection is poor especially in the snowboarding and biking section. Maybe it's good for small children who want their first snowboard? It is a very average store with average products. I would like to see some attempt to carry more high end products. I am not into fishing or hunting live prey so I am not sure about these departments? I guess if you want some Under Armor products then this is the place to go because I see aisles upon endless aisles of these types of products.,2
"I enter every sporting goods stores as a soccer player, runner, and sports fan, so my reviews will always be skewed towards those particular areas. With that said, this is probably the worst Dick's location that I've ever been to. The selection is very limited for soccer gear, which must be a testament to the lack of the local customer base seeking out soccer gear. It's mostly low-end youth gear, too, which makes it nearly useless to adults or even some teenage soccer players.\n\nThe staff at this location has always been really nice, though, and it's the closest location to where we live, so I still end up going there quite a bit for running and clothing needs (of course, we usually leave empty-handed as they don't have what we're looking for). \n\nThey do have quite an extensive fan gear section if you're looking to support the local Pittsburgh teams, but this store just doesn't have the overall inventory necessary to be considered a \""good\"" Dick's location.",2
A group of us traveld here to go kenneywood park across the road but we decided not to after what we drove throuhg to get there so we atleast decided to get somthing to eat and man where we happey to get out alive. We where the only normal people in this place. The kids next to us who where only 14 where bragging and saying that they went to jail 2 times in their life. You had people selling their food outsdie the resturant. after seeing that we quickly left and hid in our cars with the doors locked. While we where in there my friend got hit on by 2 girls and they gave him there numbers while the other young guy across the table yeld dont do it dont do it. Must I say more? bottom line is dont go if you are normal and get the hell out of that area cause if you call a shank a happey meal toy then that is the resturant for you.,1
"By far the worst McDonald's in the world.  Employees are to busy playing grab ass behind the counter, to get your order correct.  Ninety percent of the time you receive the wrong order, after waiting what seems an eternity.  I've even enjoyed the experience of going through the drive thru, only to get home and find no beef patties on my Big Mac.  Save yourself the aggravation, and do not go here.",1
"By far the absolute worst Mcdonalds in the\nWorld. You can pretty much rest assured that, after your long wait in the drive thru, your order will most definitely be wrong.  Calls to the owner go ignored. Rice Enterprises own a majority of the McDonalds in the South Hills.  They have all gone down hill in quality, service and cleanliness.  The owner has to be the problem.",1
"When I think BBB... I think the days of simply bringing your bike in for a quick and relatively inexpensive tune-up and a few fixes are long gone.    \n\nThis review is more for the repair end of BBB. In their defense BBB does appear to carry some amazing brands of bike (ie Colnago) that you just don't find anywhere else in Pittsburgh. \n\nAt BBB I was charged $250 for a tune up and a few other things. Granted this included installing a sew up tire (which I can understand would cost approx $50), Swapping out a left side (big ring) shifter on my down tube (this should have cost approx. $20 at most) and installing new bar tape (cost of tape $20 and $20 to install?).. SO WHAT\""S WITH $140 FOR A TUNE UP? Well the story goes like this:\n\nI bring the bike into BBB prior to the nice weather hitting Pittsburgh in hopes of trying what people have said is a great bike shop and getting my OCLV TREK 5900 ready for the season. Turns out I don't hear from these guys. A week goes by ...two weeks...I think that's ok I have two or three other bike I can turn to for a ride. Then I wind up going out of town for a week thinking for sure I'll get a call from them re: my bike is ready to roll...but no dice. So I call. Turns out a screw snapped when the mechanic was re-installing the down tube shifter and it had to be tapped out (is that my fault?). He says \""Should be ready in a few days\"". So I come in a few days later to this mammoth bill. I ask if I am paying for the labor of taping out the screw? I don't think I ever got a straight answer? I look at the bill and can't see a good breakdown of the charges. Normally I would \""duke it over\"" a bill like this but I figured...I had somewhere I to be 10 minutes ago and at least I finally have my bike. I would expect that for that money my bike could have been stripped down to the frame and totally gone over (overhauled). But it wasn't.  Well BBB I'll give you a star because the mechanic did do a good job in that my cycle shifts well and the tape job on the bars looks great (nice wrap). Plus I'll toss in a star for your outstanding selection of high end cycles. Maybe I would have rated BBB higher if I was in the market for a purchase instead of a simple repair?",2
"Bought a bike there on my second time in the shop.   Glen is very knowledgeable but can be a bit overwhelming, annoying and pushy, I can see how he can be very helpful to the average Joe, but if you are in his shop you should have done your homework, as this place is not walmart, mid to high level product here. I would encourage getting fitted and even buying a bike there, but going back for service is a whole different story.  Same day service is unheard of here, even for the simplest of adjustments, no service is available at all on the weekends.  the first time I took a bike there to have a rear derailer hanger replaced and re-adjusted (I had already purchased and had the hanger) 11 days went by before I returned to pick my bike up after not being called.  I figured it was just a fluke experience and gave them the benefit of the doubt.  The second time. I took a bike in to have a damaged shift lever replaced with a new 7800 pair. I called after 9 days and they said it wold be 2 days more.  when I showed up 2 days later it still wasn't done, it took 2 more following that, 13 days total.  Stay away from their service department",2
"Okay so I just moved to the outskirts of Duquesne, PA which is outside of Pittsburgh from Harrisburg, PA of all places. Where I am at, really there is no delivery but these guys did. They were nice and cordial and cheap but I have been spoiled by the pizza shop in Harrisburg, Downtown, run my an old world Italian guy named Luigi. That pizza is/was MILES better than this. This crust, while thin, did not have flavor and was hard. The slices were small for their 8 slice which I did like. The cheese was good. The sauce was meh. I've definitely had way better. 2 stars for being cheap and delivering.",2
"Pizza is very hit or miss. When the owners are there, it's really good. When they aren't, you get pizza that is over cooked (more like burnt) and LONG delivery times. The pizza, even when plain, is very greasy. Way more than other places around. Usually pizza that greasy is caused by low quality cheese. Also they do not take credit or debit cards. There are better options.",2
Well for my first time here I was way less than impressed. The lady at the front counter was a crab and  the Pierogies really weren't that great. Rather than be kind and answering my questions I settled with the potato and cheese pierogies. I guess Bloomfield Bridge tavern or Mrs. T's is still my go to place. And plus this place is way out of my way to be treated poorly. I wouldn't go back,1
"The experience was not that great. The lady taking the orders was nice, but not helpful with what to order. The owner kept her back turn to us the entire time, based on the pictures and news articles I read about her I thought she would have been more social. To what really matters we got #2 sampler and order of jalape\u00f1o pierogies and the Ruben pierogies a lot of food for two guys. Really had no idea what to expect. Haluski was good, the pierogies came Luke warm and soaked in oily butter. Like the cab driver said you can find better. I'd pass on this spot.",2
"They do great quality work. The only reason I did not give them five stars is for their lack of customer courtesy not once but twice. I am a very patient and understanding person, but being rude twice means you dont want my business and I tipped 20%.",2
ewwww,1
"It wasn't a busy night at the neighborhood, but you could have been fooled by how long the food took.  While it did take a while everyone was extremely friendly.  The food did come out hot, at least mine did, the rest of the plates were plate-warmer hot.  Everyone in the table resented me for \""holding back\"" the table since they staff pointed out they were waiting on my burger.\n\nWhich hey works as a segway onto the burger.  Quesadilla Burger.  I knew that was a mistake but I did it anyways.  The patty was sorta flavorful.  The toppings were in the bland category.  Cheese went MIA.  And the tortilla were over-toasted and tasteless.\n\nA big blah overall, which is sad, since we've had a grand ole time and good food in past visits.",2
"Called for an arrangement for pickup, told the person who took my order that I would be able to pick the arrangement up at 5:30pm.  She asked if I could get there any earlier, I said I would try my best, but I work until 5pm, so maybe not.  She said ok.  \n\nComes to be 5pm and I get a call from a guy at the shop asking where I was!  The lady who took my order wrote down that I'd be there at 5pm.  I explained that I never said that and picked the arrangement up a little before 5:30pm.  \n\nArrangement was just OK.  I specifically wanted a lot of orange flowers, which they did, but they added strange colors with the orange... and some of the flowers were already a little wilted.  \n\nEven though the location is convenient, I will probably go elsewhere for a flower order next time.",2
The order process went well and the delivery arrived in a timely manner. I saw a picture of the flowers my friend received and the arrangement  wasn't even close to what was pictured on the website...a lot more filler flowers despite ordering the premium arrangement. I picked this place specifically because of what they offered despite other cheaper places in the area. I am disappointed because I wanted the best arrangement possible for my friend who is going through a tough time. \n\nI will not order from this place again.,2
"Meh. I've ordered from here twice and not really been enthusiastic about the results either time. Keep in mind that I haven't had pizza from this place yet!\n\nTheir steak hoagie is middling-good; nothing to write home about, but a pretty good example of the standard Pittsburgh pizza place steak hoagie.\n\nThe seafood calzone is another story. Something in it was so bitter I couldn't quite eat it; I'm wondering if it was the garlic or perhaps a leftover burnt taste from the oven. Whatever it was, it was gross. The shrimp weren't that good either, suffering as they did from that certain \""I taste like iodine\"" flavor.\n\nThe advantage to R&B is that they're open reasonably late, given the location, but the phone service is rather surly and it always takes them an hour plus to deliver. Which would be OK if I didn't live a block away (normally I'd just walk and pick it up, but just for you, Yelpers, I subject myself to the vagaries of sitting on my rear end on the couch waiting for my food to arrive).",2
"I stopped by here this past Tuesday in order to pick up a to go pizza.  My fiance, a friend and I were trying pizza from three different places and Luigi's was one of them.  I have driven by Luigi's many times before and for some reason had never stopped in but that did allow it to come to mind whenever I was looking for a pizza place I had not yet tried in the Bellevue area.  Whenever I called to place my order I was told that my pizza would be ready in about 15 minutes.  I arrived closer to 30 minutes later and was immediately confused whenever I walked into the restaurant.  You see there was a large dining room on the left that was full of people and I didn't immediately see the are where I would get my pizza from.  Finally after a few steps into the restaurant I noticed that the whole back area of the restaurant was where I needed to be and I made my way back there.  My pizza was ready for me and I quickly paid and was leaving whenever the cashier told me \""Stay out of trouble\"".  I really hope that was a friendly sentiment and not one that was based upon my appearance or anything else.  The pizza itself had a medium thick crust with a bland sauce which is weird since I could see a ton of green herbs in it.  The cheese was just ok and nothing special while the pizza itself had a slightly sour taste to it which I did not enjoy.  Out of the three different pizzas we ate that night this one was overwhelmingly our least favorite which was evidenced by the fact that 3/4 of it was left after the evening.\n\nThe bottom line for me is that I will probably not head back to Luigi's in the future.  I just don't see myself making a trip to Luigi's between the weird experience (although not bad) that I had in the restaurant and the fact that there are much better pizza places nearby.",2
"I have never gotten an order correct from this specific McDonald's. I'm not sure what the problem is, but it is never, ever right. It is never quick. The staff is always rude. After trying at least 12-15 times over the past year, I've finally given up hope on this place. Do not recommend.",1
My orders have come out bad pretty much every time I have ordered from here. The chicken nuggets come out under par. I'm lucky if the fries come out right. My last experience is the last straw. I recently posted a photo of my Chicken Ranch Club. That has no chicken. This is ridiculous. I am done going to this Mcd's.,1
"Delivery is slow and not even close to the best Chinese in the area.  No matter if it's rice or noodles or chicken or pork, everything tastes off--like it's been overcooked in mop-bucket-water.  Try House of Lee instead.",1
"Wow. What a shame. My family just moved to the area and have been sampling the local cuisine. We are a very large family and love foods of all kind. We've eaten Chinese food from a hundred different places in a dozen different cities. Hands down, this was the worst we've ever had. Cold, tough, congealed, and tasteless - that's the only way to describe it. I'll never order from here again. Quite frankly, the fact that I took time away from my kids to type this out should tell you how awful it was. My complaints fell on deaf ears. I guess they were shocked that someone thought that they were serving low grade dog food. I understand that sometimes restaurants crank out bad food. It happens. But when it does, you bend over backwards to make it right. Not at this place. I was told that he would have to speak with the owner in order to help me. I guess that's how they deflect complaints - blame it on the owners that aren't there and make the customer for away angry.  Too bad. Because we will be visiting a competitor in the future. This family of 7 won't be visiting China Sea ever again. Oh, and by the way, why can't I give this place zero stars?",1
"The pros:\nYou get a TON of food for your money. If the food was actually decent, this would have been even better because... LEFTOVERS. \nThey have coupons on their website that you can use whenever. \n\n\nThe cons:\nThe woman who answers the phone is kinda rude. You try to ask her questions and she gets an attitude with you like you're wasting her time. \nMy pork dumplings were \""fried\"" only on one side and were raw in the middle. \nEverything was pretty darn salty. Yeah, I get it. Chinese food tends to be a little salty, but this was unacceptably salty. \nLeftovers... Yes this is also a con because I threw it away. Suffering through it once was enough! \n\nIf you're craving something made fresh that is spicy and sweet, you're not going to find it here. Just very greasy, very salty, poor excuse for Chinese takeout.",1
"If you have any common sense at all, please don't stay here.  Once, it almost burnt down...and I'm pretty sure most of the locals were chanting \""burn, baby, burn.\""",1
"Horrifying.  This place should be ashamed of itself.  DO NOT STAY HERE.  Beyond dirty, just absolutely rank.",1
"OMG who wrote the review below? A big fat liar/someone that was paid to write that! I stayed there for an hour this past weekend (my friend and I were both intoxicated and figured laying down a few hours would get us better suited to finish driving home). This place looks like it hasb't been cleaned (or furnished) since the 80s. Literally there was grime on the walls, and squashed, unwiped bug smears too. Ok, so not the best, but for two hours, we could deal. We looked for bed bugs, and didn't see any immediate signs of them- so we laid down to rest. After about 20-30 minutes, we both started itching like crazy. I ran to the bathroom mirror (there was mold all over the bathroom) and saw bed bug bites all on my shoulders, arms, and legs. HORRIBLE!! PLEASE Health Department, shut them down! It's deplorable in there!!",1
"My Mom was up from Mississippi for Thanksgiving, and claimed to be in dire need of a manicure. I wanted to try somewhere in my new 'hood (Brighton Heights), so I turned to trusty Yelp for advice. Off to Star Nails we went. The inside was bright and tidy, the pedicure stations looked clean and newer, and the ladies were friendly. Unfortunately, the good feelings didn't last long. We each picked a color, and went to our respective technicians. The technician doing my nails as very nice and talkative, but just very inattentive to detail. I got no hand/arm massage, minimal shaping, and the polish application was exceptionally sloppy and thick. Her attempts to clean up the polish all over my cuticles were futile. Their actual technique was strange too, as both technicians had us dry our nails after the first coat was applied. My Mom and I left and almost in unison declared it to be the worst manicure we've gotten. At least the price wasn't exorbitant ($13 + tip each). Perhaps their other services are better, but I'll be giving the other nail shops in the area a chance next time.",2
"I got a pedicure here. Not bad, they were pretty thorough. But two days later both of my big toes were infected and oozing pus where she trimmed my toenails on the sides (which was weird anyway). I hate to rate a local shop down, but man my toes hurt.",1
"STAY AWAY, the owners are so rude, they blatantly say they are not doing well and then try to pretend they have the best hairdressers in Pittsburgh. they make you feel so unwelcome, advertise they offer a bunch of services and then when you ask they snap at you that they only do hair.  it was so awkward and weird .  i received warnings not to get my hair done there so i was going to get a pedicure because i had a gift certificate.  she told me her employees will only take cash if they have to touch a client's feet.  I may go there just to get bangs trimmed since i do not want to completely waste the certificate, but this place gives me the creeps, sounds dirty, and has beyond bad customer service.  They definitely do NOT know how to run a business and it is obvious why they are not doing well. Sue and Kristi pass the phone back and forth because noone wants to take a call.  she reiterates that the business is doing bad and they need more clients.  i have never experienced a ruder salon, or should i say dead beat shack.",1
"I think it is ridiculous that they say they need more clients!  I was all ready to be a new client.  I had a 12:30 appointment with them, and when I arrived at 12:30 on the dot, the place was locked and dark and no one was there!  I waited for five minutes (in the rain), and they still didn't show.  I called and left a voicemail saying that I was still willing to wait, and I understood if there was some confusion, but could they call my cell (I gave them the number, as I had previously given my home number when I made the appointment).  I waited nearby at a coffee shop, went back after another five minutes, and it was still locked and I hadn't received a call.  And I am definitely not estimating the time, either.  I was willing to wait a bit, and I looked very closely at the time on my phone to be sure that I wasn't jumping the gun on calling and then leaving.  Finally, I went on with my day and when I got home, they had left a voicemail on my HOME PHONE, which I had specifically asked them not to call, saying, \""Oh hi.  Sorry you missed me, but I was MAYBE two minutes late at the most.  I hope you haven't left, but you should just call back to reschedule.'  Seriously?  When I was waiting, another woman came to the door.  I thought she worked there, but she was just another client, also trying to get in!  When I told this story at another local business, the women there said that I was probably the fourth person who had had this same experience at this place.  I couldn't believe it.  This place is the worst, and I have never even stepped inside!",1
